@relation InstanceResultListener

@attribute Key_Dataset {emotion,'emotion-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-Nmissing-R-999-Fyyyy-MM-dd\\\'T\\\'HH:mm:ss',emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues,emotion-weka.filters.unsupervised.attribute.PKIDiscretize-Rfirst-last,emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3123-Llast-weka.filters.unsupervised.attribute.Remove-R3122-3123,'emotion-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5','emotion-weka.filters.unsupervised.attribute.PKIDiscretize-Rfirst-last-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5','emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5','emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3123-Llast-weka.filters.unsupervised.attribute.Remove-R3122-3123-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {''}
@attribute Key_Scheme_version_ID {5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data
emotion,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1031,759,326,213,113,0,65.337423,34.662577,0,0.275385,0.346626,0.588749,76.51099,123.714017,303.512091,84496.917376,-84193.405284,0.931019,259.192998,-258.261979,61.465065,0.188543,6600.063566,0.671362,143,0.380531,43,0.619469,70,0.328638,70,0.768817,0.671362,0.716792,0.279607,0.625701,0.737884,0.653374,0.362544,0.637456,0.346626,0.675638,0.653374,0.660142,0.279607,0.652963,0.650709,0.635076,0.653374,0.283,0.348,0.28125,0.359375,281.25,359.375,602098,19137199,8313498,65.337423,50,?
'emotion-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-Nmissing-R-999-Fyyyy-MM-dd\\\'T\\\'HH:mm:ss',1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1031,759,326,202,124,0,61.96319,38.03681,0,0.206408,0.380368,0.61674,83.958966,129.595685,303.512091,30325.525994,-30022.013902,0.931019,93.023086,-92.092067,37.90296,0.116267,4069.985815,0.643192,137,0.424779,48,0.575221,65,0.356808,76,0.740541,0.643192,0.688442,0.209804,0.622544,0.726684,0.619632,0.401218,0.598782,0.380368,0.643642,0.619632,0.627217,0.209804,0.643065,0.633822,0.600127,0.619632,0.312,0.343,0.3125,0.328125,312.5,328.125,602215,19137316,8313615,61.96319,50,?
'emotion-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-Nmissing-R-999-Fyyyy-MM-dd\\\'T\\\'HH:mm:ss',2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1031,759,326,209,117,0,64.110429,35.889571,0,0.002511,0.358896,0.599079,79.219346,125.884607,303.512091,64353.878501,-64050.36641,0.931019,197.404535,-196.473517,52.897024,0.162261,5680.034973,0.957746,204,0.955752,108,0.044248,5,0.042254,9,0.653846,0.957746,0.777143,0.004681,0.500997,0.653826,0.641104,0.63911,0.36089,0.358896,0.551001,0.641104,0.535058,0.004681,0.59053,0.610177,0.427942,0.641104,0.289,0.34,0.28125,0.34375,281.25,343.75,602215,19137316,8313615,64.110429,50,?
'emotion-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-Nmissing-R-999-Fyyyy-MM-dd\\\'T\\\'HH:mm:ss',3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1031,759,326,214,112,0,65.644172,34.355828,0,0.057463,0.343558,0.586138,75.833904,123.165397,303.512091,65239.799847,-64936.287756,0.931019,200.122085,-199.191067,63.607069,0.195114,6830.070069,0.957746,204,0.911504,103,0.088496,10,0.042254,9,0.664495,0.957746,0.784615,0.093933,0.523121,0.664025,0.656442,0.6102,0.3898,0.343558,0.616599,0.656442,0.565167,0.093933,0.575376,0.597071,0.468065,0.656442,0.307,0.327,0.3125,0.328125,312.5,328.125,602215,19137316,8313615,65.644172,50,?
'emotion-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-Nmissing-R-999-Fyyyy-MM-dd\\\'T\\\'HH:mm:ss',4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,760,325,163,162,0,50.153846,49.846154,0,0.168982,0.498462,0.706018,109.980221,148.248591,302.898391,150572.651313,-150269.752923,0.931995,463.300466,-462.368471,-44.251138,-0.136157,-4753.771909,0.25,53,0.026549,3,0.973451,110,0.75,159,0.946429,0.25,0.395522,0.281786,0.688032,0.778365,0.501538,0.278087,0.721913,0.498462,0.759542,0.501538,0.458244,0.281786,0.661334,0.649541,0.485719,0.501538,0.293,0.336,0.296875,0.328125,296.875,328.125,602215,19162313,8288618,50.153846,50,?
'emotion-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-Nmissing-R-999-Fyyyy-MM-dd\\\'T\\\'HH:mm:ss',5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,760,325,198,127,0,60.923077,39.076923,0,0.18084,0.390769,0.625115,86.219062,131.260764,302.898391,32139.125504,-31836.227113,0.931995,98.889617,-97.957622,30.750304,0.094616,3303.416324,0.641509,136,0.451327,51,0.548673,62,0.358491,76,0.727273,0.641509,0.681704,0.183238,0.609513,0.720035,0.609231,0.419049,0.580951,0.390769,0.630615,0.609231,0.616449,0.183238,0.635936,0.628487,0.587864,0.609231,0.297,0.303,0.296875,0.3125,296.875,312.5,602215,19162313,8288618,60.923077,50,?
'emotion-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-Nmissing-R-999-Fyyyy-MM-dd\\\'T\\\'HH:mm:ss',6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,761,324,213,111,0,65.740741,34.259259,0,0.038087,0.342593,0.585314,75.648469,123.070648,301.371269,56159.418883,-55858.047614,0.930158,173.33154,-172.401382,63.694959,0.196589,6836.822636,0.976415,207,0.946429,106,0.053571,6,0.023585,5,0.661342,0.976415,0.788571,0.078747,0.514993,0.661176,0.657407,0.627421,0.372579,0.342593,0.621282,0.657407,0.549704,0.078747,0.577522,0.601793,0.443066,0.657407,0.29,0.328,0.296875,0.328125,296.875,328.125,602215,19187310,8263621,65.740741,50,?
'emotion-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-Nmissing-R-999-Fyyyy-MM-dd\\\'T\\\'HH:mm:ss',7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,761,324,193,131,0,59.567901,40.432099,0,0.268055,0.404323,0.635862,89.279222,133.699065,301.371269,36023.703596,-35722.332327,0.930158,111.18427,-110.254112,20.869557,0.064412,2240.074534,0.443396,94,0.116071,13,0.883929,99,0.556604,118,0.878505,0.443396,0.589342,0.331005,0.674276,0.798344,0.595679,0.268354,0.731646,0.404321,0.73253,0.595679,0.593656,0.331005,0.6771,0.683407,0.595583,0.595679,0.336,0.326,0.328125,0.3125,328.125,312.5,602215,19187310,8263621,59.567901,50,?
'emotion-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-Nmissing-R-999-Fyyyy-MM-dd\\\'T\\\'HH:mm:ss',8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,759,326,207,119,0,63.496933,36.503067,0,0.081538,0.365031,0.604178,80.573523,126.955985,303.512091,42727.45544,-42423.943348,0.931019,131.065814,-130.134796,48.613005,0.14912,5220.020934,0.859155,183,0.787611,89,0.212389,24,0.140845,30,0.672794,0.859155,0.754639,0.091585,0.621006,0.726043,0.634969,0.563425,0.436575,0.365031,0.593642,0.634969,0.592691,0.091585,0.63944,0.633253,0.521032,0.634969,0.296,0.301,0.296875,0.28125,296.875,281.25,602215,19137316,8313615,63.496933,50,?
'emotion-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-Nmissing-R-999-Fyyyy-MM-dd\\\'T\\\'HH:mm:ss',9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,759,326,205,121,0,62.883436,37.116564,0,0.230142,0.371166,0.609234,81.9277,128.018397,303.512091,33842.230605,-33538.718514,0.931019,103.810523,-102.879505,44.328987,0.135978,4760.006896,0.643192,137,0.39823,45,0.60177,68,0.356808,76,0.752747,0.643192,0.693671,0.234753,0.639349,0.737663,0.628834,0.383872,0.616128,0.371166,0.65551,0.628834,0.636655,0.234753,0.659014,0.645138,0.611427,0.628834,0.272,0.325,0.265625,0.328125,265.625,328.125,602215,19137316,8313615,62.883436,50,?
'emotion-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-Nmissing-R-999-Fyyyy-MM-dd\\\'T\\\'HH:mm:ss',10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,759,326,210,116,0,64.417178,35.582822,0,0.013616,0.355828,0.596513,78.542258,125.345484,303.512091,124584,-124280.487909,0.931019,382.159509,-381.228491,55.039033,0.168831,5910.041992,0.957746,204,0.946903,107,0.053097,6,0.042254,9,0.655949,0.957746,0.778626,0.024631,0.505422,0.65584,0.644172,0.633328,0.366672,0.355828,0.56723,0.644172,0.54123,0.024631,0.505422,0.549641,0.436188,0.644172,0.287,0.36,0.296875,0.359375,296.875,359.375,602215,19137316,8313615,64.417178,50,?
emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,759,326,214,112,0,65.644172,34.355828,0,0.288792,0.343653,0.586063,75.854787,123.149624,303.512091,76583.8531,-76280.341009,0.931019,234.919795,-233.988776,63.561957,0.194975,6825.225952,0.661972,141,0.353982,40,0.646018,73,0.338028,72,0.779006,0.661972,0.715736,0.294945,0.668453,0.762393,0.656442,0.348452,0.651548,0.343558,0.68349,0.656442,0.663796,0.294945,0.685432,0.668384,0.640814,0.656442,0.319,0.365,0.3125,0.359375,312.5,359.375,602155,19137256,8313555,65.644172,50,?
emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,759,326,237,89,0,72.699387,27.300613,0,0.442446,0.273005,0.522493,60.260567,109.791627,303.512091,41117.422747,-40813.910655,0.931019,126.127064,-125.196045,112.873926,0.346239,12120.300983,0.699531,149,0.221239,25,0.778761,88,0.300469,64,0.856322,0.699531,0.770026,0.456274,0.776704,0.846654,0.726994,0.248702,0.751298,0.273006,0.760177,0.726994,0.733327,0.456274,0.778058,0.750043,0.717088,0.726994,0.285,0.434,0.28125,0.40625,281.25,406.25,602155,19137256,8313555,72.699387,50,?
emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,759,326,215,111,0,65.95092,34.04908,0,0.290999,0.340451,0.583449,75.148105,122.600196,303.512091,81094.907953,-80791.395862,0.931019,248.757386,-247.826368,65.76776,0.201742,7062.083133,0.671362,143,0.362832,41,0.637168,72,0.328638,70,0.777174,0.671362,0.720403,0.296123,0.627695,0.74711,0.659509,0.35098,0.64902,0.340491,0.683539,0.659509,0.666434,0.296123,0.655728,0.656119,0.642554,0.659509,0.325,0.445,0.328125,0.421875,328.125,421.875,602155,19137256,8313555,65.95092,50,?
emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,760,325,215,110,0,66.153846,33.846154,0,0.30282,0.338086,0.581007,74.595147,121.999004,302.898391,78981.407955,-78678.509564,0.931995,243.019717,-242.087722,67.367743,0.207285,7237.122099,0.660377,140,0.336283,38,0.663717,75,0.339623,72,0.786517,0.660377,0.717949,0.310106,0.653031,0.757996,0.661538,0.337444,0.662556,0.338462,0.690445,0.661538,0.668915,0.310106,0.679141,0.66924,0.647436,0.661538,0.285,0.355,0.28125,0.359375,281.25,359.375,602155,19162253,8288558,66.461538,50.153846,?
emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,760,325,210,115,0,64.615385,35.384615,0,0.272534,0.353846,0.59485,78.072399,124.905622,302.898391,84593.679219,-84290.780828,0.931995,260.288244,-259.356249,56.465041,0.173739,6065.876291,0.646226,137,0.353982,40,0.646018,73,0.353774,75,0.774011,0.646226,0.70437,0.27947,0.624374,0.740213,0.646154,0.35391,0.64609,0.353846,0.67639,0.646154,0.653961,0.27947,0.652509,0.64991,0.631879,0.646154,0.287,0.394,0.296875,0.390625,296.875,390.625,602155,19162253,8288558,64.615385,50,?
emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,761,324,213,111,0,65.740741,34.259259,0,0.286259,0.341447,0.583705,75.395569,122.732269,301.371269,81108.275087,-80806.903818,0.930158,250.334182,-249.404024,64.358206,0.198636,6908.013465,0.669811,142,0.366071,41,0.633929,71,0.330189,70,0.775956,0.669811,0.718987,0.291369,0.630601,0.743861,0.657407,0.353668,0.646332,0.342593,0.68179,0.657407,0.664466,0.291369,0.660374,0.656756,0.640126,0.657407,0.293,0.378,0.28125,0.390625,281.25,390.625,602155,19187250,8263561,66.049383,50.154321,?
emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,761,324,214,110,0,66.049383,33.950617,0,0.273957,0.339525,0.582669,74.971076,122.514425,301.371269,76539.589475,-76238.218206,0.930158,236.233301,-235.303143,65.827425,0.203171,7065.714943,0.70283,149,0.419643,47,0.580357,65,0.29717,63,0.760204,0.70283,0.730392,0.275498,0.640035,0.749229,0.660494,0.377306,0.622694,0.339506,0.672958,0.660494,0.665154,0.275498,0.664108,0.658153,0.636029,0.660494,0.291,0.42,0.28125,0.421875,281.25,421.875,602155,19187250,8263561,66.049383,50,?
emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,759,326,205,121,0,62.883436,37.116564,0,0.22102,0.371161,0.609226,81.926678,128.016801,303.512091,96698.632033,-96395.119942,0.931019,296.621571,-295.690552,44.331165,0.135985,4760.240766,0.657277,140,0.424779,48,0.575221,65,0.342723,73,0.744681,0.657277,0.698254,0.223939,0.618056,0.72877,0.628834,0.396336,0.603664,0.371166,0.649821,0.628834,0.635749,0.223939,0.637786,0.633596,0.608091,0.628834,0.291,0.384,0.296875,0.375,296.875,375,602155,19137256,8313555,62.883436,50,?
emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190415.1032,759,326,216,110,0,66.257669,33.742331,0,0.293232,0.337332,0.580727,74.459648,122.028195,303.512091,74912.966708,-74609.454617,0.931019,229.794376,-228.863358,67.934355,0.208388,7294.730152,0.680751,145,0.371681,42,0.628319,71,0.319249,68,0.775401,0.680751,0.725,0.297411,0.673937,0.770782,0.662577,0.353507,0.646493,0.337423,0.683681,0.662577,0.669017,0.297411,0.689901,0.674578,0.644246,0.662577,0.29,0.352,0.28125,0.34375,281.25,343.75,602155,19137256,8313555,66.257669,50,?
